segmentid,sessionid,segmentindex,audiofilename,duration,proceedingsfile,transcriptionfile,matched,score,language,pos_start,pos_end,proceedings_text,transcription_text,missing_start_word,missing_end_word,wrong_match,wrong_language,low_quality
103795,147,264,stortinget-20110511-095457_6966100_6995700,29.6,data/proceedings/2011-05-11_proceedings.txt,data/transcriptions/json/2011-05-11_transcription.json,1,0.84472049689441,bm,15851,15928,"Men de gir viktige innspill til den delen av forskningen som spesielt har med universitetene og høyskolene å gjøre. Mitt ansvar er større enn det. Det blir selvfølgelig et større ansvarsområde som får plass i regjeringens forskningsmelding, hvor vi kommer til å ta med både instituttsektoren og forholdet til næringslivet. Men jeg er helt enig med representanten i at det er viktig at det er gode kanaler og god kommunikasjon mellom våre forsknings- og utdanningsinstitusjoner og næringslivet.",og men det gir viktige innspill til den delen av forskningen som har å gjøre spesielt med universitetene og høgskolene mitt ansvar er eee større enn det og det blir selvfølgelig et større ansvarsområde som får plass i regjeringens forskningsmelding hvor vi både kommer til å ta med i instituttsektoren og forholdet til næringslivet men jeg er helt enig med representanten det er viktig at det er gode kanaler og kommunikasjon mellom våre forsknings og utdanningsinstitusjoner og næringslivet spørsmålene er dermed besvart neste spørrer er,,,,,
806476,1143,800,Stortinget-20210603-095510_21150500_21174500,24.0,data/proceedings/2021-06-03_proceedings.txt,data/transcriptions/json/2021-06-03_transcription.json,1,0.8541666666666666,bm,45573,45621,Det er også verdt å minne forsamlingen om at ekspropriasjonsretten er den gjeldende lov og praksis som vi bruker når staten krever eiendommer eller næringer. Regjeringen har strukket seg langt i flere punkter for å greie å utmåle en god erstatning for dem som rammes av dette næringsforbudet.,det er også verdt å minne s forsamlingen om at eksproperasjonsretten det er den gjeldende lov og praksis som vi bruker når staten krever eiendommer eller næringer regjeringa har strukket seg langt i flere punkter for å greie å utmåle en god erstatning som rammer eee det her næringsforbudet,,,,,
267894,395,787,Stortinget-20131209-095401_10612200_10639800,27.6,data/proceedings/2013-12-09_proceedings.txt,data/transcriptions/json/2013-12-09_transcription.json,1,0.8125,bm,21878,21939,"Oppi all hyllingen er det grunn til å minne om at Mandela selv var på USAs terroristliste fram til 2008. Jeg kjenner flere av dem som i dag sitter i fengsel i Israel. Det er ungdom jeg har møtt på seminarer i Ramallah eller rundt leirbålene på AUFs sommerleirer på Utøya. De representerte det nye håpet, den nye generasjonen. Nå sitter",oppi all hyllinger er det jo grunn til å minne om at han sjøl med andel altså var på usas terrorliste fram til totusenogåtte jeg kjenner flere av de som i dag sitter i fengsel i israel det er ungdom jeg har møtt på seminarer i ramalla eller rundt reirborne på at somleire på utøya de representerte det nye håpet den nye generasjonen nå sitter deel president,,,,,
769964,1103,1393,Stortinget-20210223-095537_36371700_36401600,29.9,data/proceedings/2021-02-23_proceedings.txt,data/transcriptions/json/2021-02-23_transcription.json,1,0.8455284552845528,bm,80785,80844,"på de arenaene der ungdommene var. Så kan jo Arbeiderpartiet og Senterpartiet harselere så mye de vil her i dag over uttrykk som «fra gata til data», men det var sånn det var, og det er sånn det er. Strukturen med mange små lensmannskontor ble fort utdatert, og det ble fort sårbart. Det måtte gjøres noe for å trygge",på dem arenaene på samme måte der ungdommene var så kan jo arbeiderpartiet og senterpartiet harselerer så mye dem vil her i dag over uttrykk som fra gata til data men president det var sånn det var og det var sånn det er strukturen med mange små lensmannskontor var fort utdatert og det var fort sårbart det måtte gjøres noe president for å trygge,,,,,
63103,92,805,stortinget-20101206-115553_21065700_21090300,24.6,data/proceedings/2010-12-06_proceedings.txt,data/transcriptions/json/2010-12-06_transcription.json,1,0.9473684210526316,bm,45295,45341,"i alle relevante lover før henvisningsdokumentet for det overordnede nasjonale kvalifikasjonsrammeverket sendes til EU-kommisjonen. Et samlet forslag til nasjonalt kvalifikasjonsrammeverk skal være klart våren 2011. Vi arbeider som sagt med å gjøre dette helhetlig, slik at fagskolene er en naturlig del av alle nivåer i utdanningene.",i alle relevante lover før henvisningsdokumentet for det overordnede nasjonale kvalifikasjonsrammeverket sendes til eukommisjonen et samlet forslag til nasjonalt kvalifikasjonsrammeverk skal være klart våren to totusenogelleve og vi som arbeider som sagt med å gjøre dette helhetlig slik at fagskolene er en naturlig del av alle nivåer i utdanningene,,,,,
67949,97,691,stortinget-20101213-155644_del1_5662800_5689500,26.7,data/proceedings/2010-12-13_proceedings.txt,data/transcriptions/json/2010-12-13_transcription.json,1,0.859504132231405,bm,41583,41642,"de som i dag er straffedømt, betydelige anstrengelser for å omgå den type teknologi som det her er snakk om, nettopp for at politiet ikke skulle få kjennskap til dem. Men de gjorde en feil. En dag var det en som benyttet en datamaskin i Malaga i Spania. Det førte til at politiet fikk en IP-adresse som man kunne",de som i dag er straffedømt er betydelige anstrengelser på å omgå den type teknologi som det her er snakk om nettopp for at politiet ikke skulle få kjennskap til dem men dem gjorde en feil en dag var det en som benytta en datamaskin i spania i malaga det førte til at politiet fikk en ipadresse som han kunne begy ethvert,,,,,
702183,1005,213,Stortinget-20200310-095459_5732100_5741800,9.7,data/proceedings/2020-03-10_proceedings.txt,data/transcriptions/json/2020-03-10_transcription.json,1,0.5925925925925926,bm,11528,11538,og stolar på at dette blir godt vareteke av departementet.,og stoler på at dette blir godt ivaretatt av departementet neste taler er kirsti leirtrø deretter astraune,,,,,
121969,166,2128,stortinget-20110616-085503_22152100_22179200,27.1,data/proceedings/2011-06-16_proceedings.txt,data/transcriptions/json/2011-06-16_transcription.json,1,0.7808219178082192,nn,47271,47346,"av kor nøgde folk er med tenestene i kommunane. For då seier faktisk dei aller fleste at dei er veldig godt fornøgde. Kanskje vil ein då seie at dei har ikkje betre vett, men eg trur folk rundt omkring i landet har veldig godt vett. Det har ikkje minst si årsak i alle dei tusenvis av tilsette, i byråkrati, og ikkje minst i tenester direkte mot innbyggjarane som kvar einaste dag gjer ein fantastisk jobb.",av kor nøgde folk er med tenestene i kommunane for då seier faktisk dei fleste at det er veldig godt fornøyddkanskje vil ein då seie at dei dei har ikkje berre vett men eg trur folk har veldig godt vett rundt omkring i landet og det skundast ikkje minst alle dei tusenvis av tilsette både i byråkrati men ikkje minst i tenester direkte mot innbyggarane som kvar einaste da fantastisk jobb,,,,,
818998,1161,965,Stortinget-20211020-095545_25458500_25487900,29.4,data/proceedings/2021-10-20_proceedings.txt,data/transcriptions/json/2021-10-20_transcription.json,1,0.9333333333333332,bm,59083,59149,"I går sto ansatte i SAS og demonstrerte mot sin egen arbeidsgiver foran Stortinget. Det gjorde inntrykk å se dem stå der med uniformen på kleshengeren og crew-kofferten på bakken. Hvorfor gjorde de det? Jo, fordi de har blitt bedt om å søke på sine egne jobber. Dette bare understreker det vi har sagt: Det er behov for en storrengjøring i arbeidslivet. Regjeringen vil forsterke trepartssamarbeidet.",i går sto ansatte i sas og demonstrerte mot sin egen arbeidsgiver foran stortinget det gjorde inntrykk å se dem stå der med uniformene på kleshengeren og krukuferten på bakken og hvorfor gjorde de det president jo fordi de har blitt bedt om å søke på sine egne jobber og dette bare understreker det vi har sagt det er behov for en storengjøring i arbeidslivet regjeringen vil forsterke trepartssamarbeidet,,,,,
252652,369,1311,Stortinget-20130618-085453_11843600_11864100,20.5,data/proceedings/2013-06-18_proceedings.txt,data/transcriptions/json/2013-06-18_transcription.json,1,0.8157894736842105,bm,25476,25514,Jeg ønsket egentlig å skryte litt av komiteens medlemmer fra regjeringspartiene med hensyn til Farledstiltak Leirpollen og Fremskrittspartiets merknad om å prioritere dette i første del av planperioden. Men det som komiteens medlemmer fra regjeringspartiene skriver i sin,jeg ønsket egentlig å skryte litt av komiteens medlemmer fra regjeringen knyttet til falhetsprosjekt leirpollen og fremskrittspartiets merknader om å prioritere dette i første del av planperioden med det som komiteens medlemmer fra regjeringen skriver i sin merknadt,,,,,
639643,913,1395,Stortinget-20190402-095409_21599400_21626700,27.3,data/proceedings/2019-04-02_proceedings.txt,data/transcriptions/json/2019-04-02_transcription.json,1,0.8571428571428572,bm,45422,45488,"som går på å be partene i arbeidslivet om å presentere konkret hvordan igangsette et partssamarbeid hvor de samme partene skal presentere konkrete løsninger til utjevning av lønnsforskjeller, tiltak for å motvirke det kjønnsdelte arbeidsmarkedet, m.m. Partiet Venstre mener det er behov for en særlig innsats for å redusere de store lønnsforskjellene mellom menn og kvinner. En kan lese på deres egne nettsider at de vil",som går på ber partene i arbeidslivet om å presentere konkret hvordan igangsette et partssamarbeid hvor de samme partene skal presentere konkrete løsninger til utjevning av lønnsforskjeller tiltak for å motvirke kjønnsdelt arbeidsmarked med mer president partiet venstre mener det er behov for en særlig innsats for å redusere de store lønnsforskjellene mellom kv menn og kvinner en kan faktisk lese på deres eee egnet de vil kolon,,,,,
702938,1007,158,Stortinget-20200312-095501_4054100_4079300,25.2,data/proceedings/2020-03-12_proceedings.txt,data/transcriptions/json/2020-03-12_transcription.json,1,0.9850746268656716,bm,8718,8784,"Når det gjelder våre stasjoner ute, er situasjonen den samme der. Vi jobber i det aller lengste for å unngå å stenge ned utenriksstasjoner, men situasjonen er sånn i enkelte land at det ikke er mulig å unngå på sikt, og det vil gjelde alle land, ikke bare norske utenriksstasjoner. Det vi også jobber svært tett sammen med helsemyndighetene om, er å utstede reiseråd og reiseinformasjon,",når det gjelder eee våre stasjoner ute så er situasjonen den samme der vi jobber i det aller lengste for å unngå å stenge ned utenriksstasjoner men situasjonen er altså sånn i enkelte land at det ikke er mulig å unngå på sikt og det vil gjelde alle land ikke bare norske utenriksstasjoner det vi også jobber eee svært tett sammen med helsemyndighetene om er å utstede reiseråd og reiseinformasjon,,,,,
752577,1085,498,Stortinget-20201215-095623_12976900_13004900,28.0,data/proceedings/2020-12-15_proceedings.txt,data/transcriptions/json/2020-12-15_transcription.json,1,0.8108108108108107,bm,28855,28929,"Vi vil legge til rette for at det skapes trygge arbeidsplasser over hele landet, og at alle norske kommuner skal ha gode skoler, trygg eldreomsorg og kvalitet i helsetjenestene. Det er det som er den moderne velferdsstaten i Norge. Når Arbeiderpartiet foreslår 2,5 mrd. kr mer til kommunene, betyr det 207 mill. kr mer bare til kommunene i Trøndelag for å gi et bedre velferdstilbud. Jeg ser at distriktsministeren i hvert fall erkjenner at",vi vil legge til rette for at det skapes trygge arbeidsplasser over hele landet og at alle norske kommuner skal ha gode skoler trygg eldreomsorg og kvalitet i helsetjenestene ja det er det som er den moderne velferdsstaten i norgenår arbeiderpartiet foreslår to og en halv milliard mer til kommunene så betyr det altså to hundre og sju millioner mer bare til kommunene i trøndelag for å gi bedre velferdstilbud og da må jeg si at det når du da,,,,,
186620,271,805,stortinget-20120614-085457_8856100_8885500,29.4,data/proceedings/2012-06-14_proceedings.txt,data/transcriptions/json/2012-06-14_transcription.json,1,0.8556701030927836,bm,19910,20011,"og for landet. Det som blir viktig framover, er å ha en god prosess med de ansatte på Bodø flystasjon og befolkningen for øvrig. Da har jeg et hjertesukk. Gjennom mange medieoppslag i lang tid har det blitt framstilt at Høyre er for fortsatt drift i Bodø. Det er ikke riktig. Høyre er for å legge ned den kampflybasen som er der i dag. Det Høyre – og Kristelig Folkeparti – foreslår, som Sverre Myrli også påpekte, er å be regjeringen om å utrede en løsning for Bodø som en framskutt base. Det er en ganske stor forskjell. For det første:",og for landet det som blir viktig framover er å ha en god prosess med de ansatte på bodø flystasjon og befolkninga for øvrig og da president har jeg et hjertesukkgjennom mange medieoppslag i lang tid har det blitt fremstilt som om høyre er for fortsatt drift i bodø det er ikke riktig høyre for å legge ned kampbasen som er der i dag det høyre foreslår som sverre myrli også påpekt er å be regjeringa om å utrede en løsning på bodø som en fremskutt base det er ganske stor forskjell for det første,,,,,
748425,1080,965,Stortinget-20201208-095417_25858900_25885000,26.1,data/proceedings/2020-12-08_proceedings.txt,data/transcriptions/json/2020-12-08_transcription.json,1,0.8521739130434782,bm,56207,56265,"og det var 12. august. Portalen som ga dem hjelp med en liten andel av bedriftens faste utgifter, stengte samtidig, i august. Snart skal regjeringen bruke en ny etat til å lage en ny portal. Ingen fikk hjelp i september. Ingen fikk hjelp i oktober. Ingen fikk hjelp i november, selv ikke da regjeringen stengte ned Norge for",og det var tolvte august portalen som ga de hjelp med en liten andel av bedriftenes faste utgifter den stengte nettopp samtidig i august snart skal regjeringa bruke ny etat til å lage en ny portal ingen fikk hjelp i september ingen fikk hjelp i oktober ingen i november sjøl ikke da regjeringa stengte ned norge for,,,,,
792559,1129,1217,Stortinget-20210510-115459_32309400_32336900,27.5,data/proceedings/2021-05-10_proceedings.txt,data/transcriptions/json/2021-05-10_transcription.json,1,0.743801652892562,nn,69605,69665,"har vunne ein konkurranse mot andre selskap, ser me no ein heilt ny giv knytt til Raumabana. SJ har stor tru på Raumabana og meiner det ligg eit betydeleg uforløyst potensial i auka turisttrafikk på bana, føresett at tilbodet blir vidareutvikla. På denne bakgrunnen vil SJ Norge frå desember 2021 innføre to nye avgangar i kvar retning mellom Åndalsnes og",kontraktør har vunne ko ein konkurranse mot andre selskap ser vi no ein heilt ny giv knytt til fraumabanenså har stor tru på raumabanen og meiner det ligg eit betydeleg uforløyspotensial i auka turisttrafikk på banen forutsett at tilbodet vidareutviklast på denne bakgrunnen vil sjo at noreg frå desember tjuetjueein innføra to nye avgangar i kvar retning mellom msnes og dombass,,,,,
53541,81,541,stortinget-20101116-095812_9497800_9522900,25.1,data/proceedings/2010-11-16_proceedings.txt,data/transcriptions/json/2010-11-16_transcription.json,1,0.813953488372093,bm,20512,20554,"For Indias vedkommende har man investert 750 mill. dollar og lovet ytterligere 450 mill. dollar til Hamid Karzai, som for øvrig er en sterk indiavenn, til landet og hans regjering. India er Afghanistans største handelspartner, og for Pakistan har det vært et",for eee indias vedkommende så har man investert syv hundre og femti millioner dollar og lovet ytterligere fire hundre og femti millioner dollar til hamid cazis som forøvrig er en sterk indiavenn eee hans land og hans regjering og india er afghanistans største handelspartner og for pakistan så har det vært eee et eee,,,,,
768327,1102,1003,Stortinget-20210218-095525_26345600_26374400,28.8,data/proceedings/2021-02-18_proceedings.txt,data/transcriptions/json/2021-02-18_transcription.json,1,0.8456375838926175,bm,56241,56314,"Norge. I dag har Arbeiderpartiet en siste sjanse før valget til å vise at de stenger døra for NorthConnect. De kunne stått sammen med industrien, fagbevegelsen og venstresiden for å skrinlegge denne kabelen en gang for alle, men går i stedet sammen med Høyre og holder døra på gløtt. Dermed blir konsesjonssøknaden fra NorthConnect liggende klar i skuffen i departementet, og så kan den neste olje- og energiministeren ta søknaden opp av skuffen",president eee i dag så har arbeider arbeiderpartiet siste sjansen sin før valget til å vise at de stenger døra for northconnect de kunne stått sammen med industrien fagbevegelsen og venstresida for å skrinlegge den kabelen her en gang for alle men går sted sammen med høyre og holder døra på gløtt og dermed blir konsesjonssøknaden for northconnect liggende klar i skuffen i departementet så kan den neste olje og energiministeren ta ta opp av skuffen søknaden,,,,,
756691,1088,545,Stortinget-20201218-085533_14216900_14246600,29.7,data/proceedings/2020-12-18_proceedings.txt,data/transcriptions/json/2020-12-18_transcription.json,1,0.8375,bm,30943,31024,"er dette et veldig stort og komplisert prosjekt. Det vil ha ti års byggetid, og Nationaltheatret stasjon vil stenge i to år, men det er ikke det som er grunnen til at vi har tatt noe penger fra ny Oslotunnel. Vi har sett på den utredningen Trafikkonsept har laget, som viser at togtilbudet rundt Oslo kan gå opp mot det dobbelte uten denne jernbanetunnelen, og det var allerede før koronakrisen. Jeg tror det kanskje også i framtida blir vanlig at ikke",dette er et veldig stort og komplisert eee prosjekt eee det vil ha ti års byggetid nasjonale vil stenge i to år men det er ikke det som er grunnen til at vi har tatt noe penger fra ny eee oslotunnel fordi eee vi har sett på den utredninga som transportkonsept har laga som viser at togtilbudet rundt oslo kan gå opp mot det dobbelte uten denne jernbanetunnelen og det var allerede før koronakrisa og jeg trur kanskje også at det ikke er,,,,,
322131,479,812,Stortinget-20141201-095523_7296400_7325400,29.0,data/proceedings/2014-12-01_proceedings.txt,data/transcriptions/json/2014-12-01_transcription.json,1,0.7899159663865546,bm,14761,14820,"til kommunene enn foreslått fra regjeringen. De eldste og de yngste kan bli årets store budsjettapere. Det er kun ett løfte som reelt har blitt prioritert av regjeringen, og det er Høyres løfte om store skattelettelser til noen få. De med over 2 mill. kr i inntekt har gjennom disse to årene fått over 60 000 kr i skattelettelser.",til kommunene enn det foreslåtte fra regjeringa de eldste og de yngste kan bli årets store budsjettapere og det er kun ett løfte som reelt har blitt prioritert av regjeringa det er høyres løfte om store skatteletter til noen få de med over to millioner kroner i inntekt har gjennom disse to åra fått over to seksti tusen kroner i skattelettelser,,,,,
822138,1170,11,Stortinget-20211117-095508_592400_617500,25.1,data/proceedings/2021-11-17_proceedings.txt,data/transcriptions/json/2021-11-17_transcription.json,1,0.935483870967742,bm,430,493,"slik at veien blir kort og trygg, både til naboen for å slå av en prat og til butikken for å handle melk og brød. Helt uten en plan for hvordan eldre skal kunne bo lenger hjemme, har Arbeiderpartiet og Senterpartiet nå strøket ut hele prosjektet med trygghetsboliger fra sitt justerte statsbudsjett. I sommer, før hun ble helseminister, uttalte Ingvild Kjerkol til NRK",slik at veien blir kort og trygg både til naboen for å slå en prat og til butikken for å handle melk og brød helt uten en plan for hvordan eldre skal kunne bo lenger hjemme har arbeiderpartiet og senterpartiet nå strøket ut hele prosjektet med trygghetsboliger fra sitt justerte statsbudsjett i sommer uttalte statsråden altså statsråd ingvild kjerkol til nrk,,,,,
102932,145,54,stortinget-20110509-115511_1667200_1682200,15.0,data/proceedings/2011-05-09_proceedings.txt,data/transcriptions/json/2011-05-09_transcription.json,1,0.9142857142857144,bm,3303,3338,"Poenget mitt er dette: Uansett hvilken av de to siste løsningene som måtte føre fram, vil de nye makthaverne ha behov for internasjonal bistand og støtte. Det kan omfatte den politiske overgangsprosessen, gjenoppbyggingsarbeid, humanitær innsats,",poenget mitt er dette president uansett hvilken av de to siste løsningene som måtte føre frem vil de nye makthaverne ha behov for internasjonal bistand og støtte det kan omfatte den politiske overgangsprosessen gjenoppnitær innsats,,,,,
458446,668,145,Stortinget-20161115-095501_1945500_1974100,28.6,data/proceedings/2016-11-15_proceedings.txt,data/transcriptions/json/2016-11-15_transcription.json,1,0.925925925925926,bm,3158,3211,"både håp og verktøy til selv å bygge en bedre fremtid. Det er spesielt krevende å bygge opp igjen lokalsamfunn i Syria, der utsiktene til politiske løsninger foreløpig er små. Sammen med det internasjonale giversamfunnet arbeider vi med å utvide samarbeidet med FN og andre egnede partnere med tiltak utover kortsiktig humanitær bistand.",både håp og verktøy til selv å bygge en bedre framtid det er spesielt krevende å bygge opp i et lokalsamfunn i syria der utsiktene til politiske løsninger foreløpig er små sammen med det internasjonale giversamfunnet arbeider vi med å utvide samarbeidet med fn og andre en til partnere med tiltak utover kortsiktig humanitær bistand,,,,,
561847,811,169,Stortinget-20180316-085409_4803600_4832800,29.2,data/proceedings/2018-03-16_proceedings.txt,data/transcriptions/json/2018-03-16_transcription.json,1,0.8392857142857143,bm,8726,8782,"der man sikrer at strømkundens interesser blir ivaretatt reelt sett, og der man fjerner muligheten for å få en form for kryssubsidiering eller uheldige strategiske beslutninger som gjør at man ikke reelt sett oppnår det man vil – nemlig å skille konkurranseutsatt virksomhet og monopolvirksomhet. For å gjøre dette litt enkelt dreier det seg egentlig om",der man sikrer at kundens strømkundens interesser blir reelt sett ivaretatt at du fjerner muligheter for å få en form for kryssubsidiering eller uheldige strategiske beslutninger som gjør at du ikke reelt sett oppnår det vi vil nemlig å skille konkurranseutsatt virksomhet og eee monopolvirksomheten og for å gjøre dette litt enkelt så dreier det seg egentlig om,,,,,
173177,256,69,stortinget-20120521-115556_2099400_2126400,27.0,data/proceedings/2012-05-21_proceedings.txt,data/transcriptions/json/2012-05-21_transcription.json,1,0.5862068965517242,nn,3609,3660,"eg ikkje gløymer det, og så seier eg at SV subsidiært kjem til å stemma for forliket. Saksordføraren har gjort greie for det historiske augeblikket me har i dag, på ein god måte, og me har jobba med dette over lang tid. Ikkje minst har vår representant, Rolf Reikvam, gjort ein",eee president eg tar opp sv sitt forslag tek ikkje gløy me det og så seier eg eee at sv kommer subsidiært å stemme for eee forliket eee eee det er sånn at eee saksordføraren har på ein god måte å redegjort for eee det historiske augeblikk som me då vi har i dag eee og der med altså har jobba med dette over lang tid og ikkje minst våre representar gjort ein,,,,,
597450,853,1463,Stortinget-20181003-095515_19113300_19143200,29.9,data/proceedings/2018-10-03_proceedings.txt,data/transcriptions/json/2018-10-03_transcription.json,1,0.9090909090909092,bm,43397,43458,"mens andre drar fra. Men trontalen vitner om at regjeringen ikke vil gjøre noe som helst for å motvirke økende forskjeller, for å sikre trygghet for hele, faste stillinger, for å øke grunnbemanningen i velferdsyrkene eller for å verne om familielivet. Derimot kjenner vi godt til regjeringens politikk med økte avgifter som rammer flatt, og en usosial skattepolitikk som øker forskjellene.",mens andre drar ifra men trontalen vitner om at regjeringa ikke vil gjøre noe som helst for å motvirke økende forskjeller for å sikre trygghet for heile faste stillinger for å øke grunnbemanninga i velferdsyrkene eller for å verne om familielivet derimot kjenner vi godt regjeringas politikk med økte avgifter som rammer flatt og en usosial skattepolitikk som øker forskjellene,,,,,
570554,822,634,Stortinget-20180424-095514_12152500_12171800,19.3,data/proceedings/2018-04-24_proceedings.txt,data/transcriptions/json/2018-04-24_transcription.json,1,0.8785046728971962,bm,26589,26640,I etterkant av dette møtet er det også mange andre som har tatt kontakt med meg og fortalt om hvordan ensomheten påvirker dem og deres liv. Etter å ha hørt debatten her må jeg innrømme at jeg blir litt fristet til å bruke såkalte uparlamentariske uttrykk. Vi er enige om dette,i etterkant av dette møtet så er det også mange andre som har tatt kontakt med meg og fortalt om hvordan ensomheten påvirker eee dem og sitt liv eee og etter å ha hørt den debatten her så må jeg innrømme at jeg blir litt frista til å bruke såkalt uparlamentarisk uttrykk vi er enige om dette her,,,,,
34422,54,1152,stortinget-20100607-095550_18447800_18475200,27.4,data/proceedings/2010-06-07_proceedings.txt,data/transcriptions/json/2010-06-07_transcription.json,1,0.75,bm,41416,41478,"gode eksempelet mangler mange steder. Regjeringen er veldig flink til å stille krav til kommunene uten å levere på egen hånd. Men alt i alt: Det er i kommunenes egeninteresse og i nasjonal interesse at en bruker sine energi- og miljøressurser på en god måte, og det å gjøre kommunene i stand til dette er noe også Fremskrittspartiet støtter. Alle utslipp er",det er gode eksempler mangler mange steder med veldig flinke til å stille krav til kommunene eller er regjeringer veldig flink til å stille krav til kommunene uten å levere på egen hånd men alt i alt et det er i kommunenes egen interesse og i nasjonal interesse at dem bruker sine energi og miljø ovressurser på en god måte eee og det å gjøre kommunene i stand til dette er noe som og fremskrittspartiet støtter takneste taler er snorre valen deretter øyvekken,,,,,
443351,645,295,Stortinget-20160610-085704_3862700_3889800,27.1,data/proceedings/2016-06-10_proceedings.txt,data/transcriptions/json/2016-06-10_transcription.json,1,0.9076923076923076,bm,8378,8442,"Flertallet har fulgt opp asylforlikets punkt om å stramme inn retten til familiegjenforening for asylsøkere og flyktninger. Vi har fremmet forslag om å stramme inn i unntaket for underholdskravet ved at fristen for å fremme søknad kortes ned til tre måneder, med mulighet for ytterligere tre måneder dersom søkeren ikke har mulighet til å skaffe nødvendig dokumentasjon innen fristen. Regjeringens forslag om å fjerne",flertallet har fulgt opp asylforliketsee punkt om å stramme inn retten til familiegjenforening eee qqq for asylsøkere og flyktninger vi har fremma forslag om å stramme inn i unntaket for underøskravet ved at fristen for å fremme søknad kortes ned til tre måneder med mulighet for ytterligere tre måneder dersom søkeren ikke har mulighet til å skaffe nødvendig dokumentasjon inna fristen regjeringa sitt forslag om å fjerne heunderølskravet,,,,,
73383,104,334,stortinget-20110117-115957_2m_del1_4252600_4280700,28.1,data/proceedings/2011-01-17_proceedings.txt,data/transcriptions/json/2011-01-17_transcription.json,1,0.962962962962963,bm,8654,8708,en klimalov kan være en hensiktsmessig tilnærming for å presse disse veivalgene på plass. I Storbritannia vedtok man en slik klimalov i 2008. Dette kan være et utgangspunkt for et eventuelt lovarbeid i Norge. Hovedmekanismene i den britiske loven er: Lovfesting av klimamålet for 2050 og for 2020. Innføring av «karbonbudsjetter» som er bindende,en klimalov kan være en hensiktsmessig tilnærming for å presse disse veivalgene på plass i storbritannia vedtok man en slik klimalov i totusenogåtte dette kan være et utgangspunkt for et eventuelt lovarbeid i norge hovedmekanismen i den britiske loven er lovfesting av klimamålet for totusenogfemti og for totusenogtyve innføring av karbonbudsjetter som er bindende,,,,,
83328,119,362,stortinget-20110309-095504_9197700_9226600,28.9,data/proceedings/2011-03-09_proceedings.txt,data/transcriptions/json/2011-03-09_transcription.json,1,0.8794326241134752,bm,20843,20911,"hvor de er én av mange, mange slike utslippskilder. Selve formålet med Mongstad-prosjektet er å utvikle en teknologi for å rense Mongstad, men som skal være brukbar i Kina, i USA, i hele verden, og hvor den aller viktigste anvendelsen forhåpentlig vil være på kullkraftverk. Men det fundamentale er: Skal man utvikle teknologi for rensing, må man prøve den ut på det man renser, og det er dessverre",hvor det er en av mange mange mange slike utslippskilder men selve formålet med mongstadprosjektet er å utvikle en teknologi for å rense mongstad den som skal være brukbar i kina i usa eee i hele verden og hvor den aller viktigste anvendelsen forhåpentlig vil være på kullkraftverk men det fundamentale er skal man utvikle teknologi forrensing så må man prøve den ut på det man renser og det er dessverre ceotoutslipp tilleggsspørsmål eee hjemdal,,,,,
226704,331,675,Stortinget-20130319-155514_9135900_9163500,27.6,data/proceedings/2013-03-19_proceedings.txt,data/transcriptions/json/2013-03-19_transcription.json,1,0.957983193277311,bm,66478,66538,"overfor aktuelle offentlige myndigheter og helsepersonell. Folketrygdloven inneholder i dag ingen regler som eksplisitt stiller krav om at den som fremmer krav om ytelse, må legitimere seg. Loven inneholder heller ingen direkte krav om at den som blir undersøkt av helsepersonell med hensikt om å få utarbeidet en erklæring til arbeids- og velferdsetaten, må legitimere seg ved fremmøte til undersøkelse.",overfor aktuelle offentlige myndigheter og helsepersonell folketrygdloven inneholder i dag ingen regler som eksplisitt stiller krav om at den som fremmer krav om ytelse må legitimere seg loven inneholder heller ingen direkte krav om at den som blir undersøkt av helsepersonell med hensikt om å få utarbeida en erklæring til arbeids og velferdsetaten må legitimere seg ved fremmøtetil undersøkelse,,,,,
483143,703,308,Stortinget-20170215-095508_8035600_8058500,22.9,data/proceedings/2017-02-15_proceedings.txt,data/transcriptions/json/2017-02-15_transcription.json,1,0.9814814814814816,bm,18452,18508,"forenklet selvangivelse for næringsdrivende med enkle forhold. Alle rapporteringspliktige endringer i et aksjeselskaps liv – fra oppstart til avvikling – kan nå utføres elektronisk. Vi har forenklet regelverket for offentlige anskaffelser, slik at det blir enklere for SMB-er å delta i dette markedet, og fremover er vi opptatt av at tilbudsfasen ved offentlige anbud skal digitaliseres.",forenklet selvangivelse for næringsdrivende med enkle forhold alle rapporteringspliktige endringer i et aksjeselskaps liv fra oppstart til avvikling kan nå utføres elektronisk vi har forenklet regelverket for offentlige anskaffelser slik at det blir enklere for smber å delta i dette markedet og fremover er vi opptatt av at tilbudsfasen ved offentlige anbud skal digitaliseres,,,,,
